Sample in Buffer,Sample in Window,TRIGGER,frame_start_1,frame_done,line_done,busy,nt39_state[3:0],stv2,stv1,cpv,chip_sel2,chip_sel1,stv_mode,sel,mode2,mode1,lr,ud,oe2,oe1,frame_start,line_start_pulse,xao,oepsn,nt39_cnt[9:0],nt39_shift_cnt[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
1,1,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
2,2,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
3,3,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
4,4,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
5,5,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
6,6,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
7,7,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
8,8,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
9,9,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
10,10,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
11,11,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
12,12,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
13,13,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
14,14,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
15,15,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
16,16,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
17,17,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
18,18,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
19,19,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
20,20,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
21,21,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
22,22,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
23,23,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
24,24,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
25,25,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
26,26,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
27,27,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
28,28,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
29,29,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
30,30,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
31,31,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
32,32,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
33,33,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
34,34,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
35,35,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
36,36,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
37,37,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
38,38,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
39,39,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
40,40,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
41,41,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
42,42,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
43,43,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
44,44,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
45,45,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
46,46,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
47,47,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
48,48,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
49,49,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
50,50,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
51,51,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
52,52,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
53,53,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
54,54,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
55,55,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
56,56,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
57,57,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
58,58,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
59,59,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
60,60,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
61,61,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
62,62,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
63,63,1,1,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,000,c
64,64,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
65,65,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
66,66,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
67,67,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
68,68,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,000,c
69,69,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
70,70,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,001,c
71,71,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,002,c
72,72,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,003,c
73,73,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,004,c
74,74,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,005,c
75,75,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,006,c
76,76,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,007,c
77,77,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,008,c
78,78,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,009,c
79,79,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00a,c
80,80,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00b,c
81,81,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00c,c
82,82,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00d,c
83,83,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00e,c
84,84,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,00f,c
85,85,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,010,c
86,86,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,011,c
87,87,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,012,c
88,88,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,013,c
89,89,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,014,c
90,90,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,015,c
91,91,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,016,c
92,92,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,017,c
93,93,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,018,c
94,94,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,019,c
95,95,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,01a,c
96,96,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,01b,c
97,97,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,01c,c
98,98,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,01d,c
99,99,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,01e,c
100,100,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,01f,c
101,101,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,020,c
102,102,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,021,c
103,103,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,022,c
104,104,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,023,c
105,105,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,024,c
106,106,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,025,c
107,107,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,026,c
108,108,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,027,c
109,109,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,028,c
110,110,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,029,c
111,111,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,02a,c
112,112,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,02b,c
113,113,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,02c,c
114,114,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,02d,c
115,115,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,02e,c
116,116,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,02f,c
117,117,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,030,c
118,118,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,031,c
119,119,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,032,c
120,120,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,033,c
121,121,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,034,c
122,122,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,035,c
123,123,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,036,c
124,124,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,037,c
125,125,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,038,c
126,126,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,039,c
127,127,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,03a,c
128,128,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,03b,c
129,129,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,03c,c
130,130,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,03d,c
131,131,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,03e,c
132,132,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,03f,c
133,133,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,040,c
134,134,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,041,c
135,135,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,042,c
136,136,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,043,c
137,137,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,044,c
138,138,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,045,c
139,139,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,046,c
140,140,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,047,c
141,141,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,048,c
142,142,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,049,c
143,143,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,04a,c
144,144,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,04b,c
145,145,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,04c,c
146,146,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,04d,c
147,147,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,04e,c
148,148,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,04f,c
149,149,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,050,c
150,150,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,051,c
151,151,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,052,c
152,152,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,053,c
153,153,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,054,c
154,154,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,055,c
155,155,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,056,c
156,156,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,057,c
157,157,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,058,c
158,158,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,059,c
159,159,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,05a,c
160,160,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,05b,c
161,161,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,05c,c
162,162,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,05d,c
163,163,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,05e,c
164,164,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,05f,c
165,165,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,060,c
166,166,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,061,c
167,167,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,062,c
168,168,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,063,c
169,169,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,064,c
170,170,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,065,c
171,171,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,066,c
172,172,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,067,c
173,173,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,068,c
174,174,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,069,c
175,175,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,06a,c
176,176,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,06b,c
177,177,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,06c,c
178,178,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,06d,c
179,179,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,06e,c
180,180,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,06f,c
181,181,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,070,c
182,182,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,071,c
183,183,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,072,c
184,184,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,073,c
185,185,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,074,c
186,186,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,075,c
187,187,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,076,c
188,188,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,077,c
189,189,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,078,c
190,190,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,079,c
191,191,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,07a,c
192,192,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,07b,c
193,193,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,07c,c
194,194,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,07d,c
195,195,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,07e,c
196,196,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,07f,c
197,197,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,080,c
198,198,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,081,c
199,199,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,082,c
200,200,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,083,c
201,201,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,084,c
202,202,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,085,c
203,203,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,086,c
204,204,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,087,c
205,205,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,088,c
206,206,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,089,c
207,207,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,08a,c
208,208,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,08b,c
209,209,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,08c,c
210,210,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,08d,c
211,211,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,08e,c
212,212,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,08f,c
213,213,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,090,c
214,214,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,091,c
215,215,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,092,c
216,216,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,093,c
217,217,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,094,c
218,218,0,0,0,0,1,"CPV_LOW_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,095,c
219,219,0,0,0,0,1,"CPV_HIGH_S",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,c
220,220,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,001,c
221,221,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,002,c
222,222,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,003,c
223,223,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,004,c
224,224,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,005,c
225,225,0,0,0,0,1,"CPV_HIGH_S",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,006,c
