Sample in Buffer,Sample in Window,TRIGGER,frame_start_1,frame_done,line_done,busy,nt39_state[3:0],stv2,stv1,cpv,chip_sel2,chip_sel1,stv_mode,sel,mode2,mode1,lr,ud,oe2,oe1,frame_start,line_start_pulse,xao,oepsn,nt39_cnt[9:0],nt39_shift_cnt[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
871,871,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
872,872,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
873,873,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
874,874,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
875,875,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
876,876,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
877,877,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
878,878,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
879,879,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
880,880,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
881,881,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
882,882,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
883,883,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
884,884,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
885,885,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
886,886,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
887,887,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
888,888,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
889,889,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
890,890,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
891,891,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
892,892,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
893,893,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
894,894,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
895,895,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
896,896,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
897,897,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
898,898,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
899,899,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
900,900,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
901,901,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
902,902,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
903,903,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
904,904,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
905,905,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
906,906,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
907,907,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
908,908,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
909,909,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
910,910,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
911,911,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
912,912,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
913,913,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
914,914,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
915,915,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
916,916,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
917,917,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
918,918,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
919,919,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
920,920,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
921,921,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
922,922,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
923,923,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
924,924,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
925,925,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
926,926,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
927,927,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
928,928,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
929,929,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
930,930,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
931,931,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
932,932,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
933,933,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
934,934,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
935,935,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
936,936,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
937,937,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
938,938,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
939,939,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
940,940,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
941,941,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
942,942,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
943,943,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
944,944,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
945,945,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
946,946,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
947,947,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
948,948,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
949,949,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
950,950,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
951,951,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
952,952,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
953,953,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
954,954,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
955,955,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
956,956,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
957,957,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
958,958,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
959,959,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
960,960,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
961,961,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
962,962,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
963,963,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
964,964,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
965,965,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
966,966,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
967,967,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
968,968,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
969,969,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
970,970,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
971,971,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
972,972,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
973,973,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
974,974,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
975,975,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
976,976,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
977,977,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
978,978,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
979,979,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
980,980,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
981,981,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
982,982,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
983,983,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
984,984,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
985,985,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
986,986,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
987,987,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
988,988,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
989,989,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
990,990,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
991,991,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
992,992,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
993,993,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
994,994,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
995,995,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
996,996,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
997,997,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
998,998,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
999,999,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1000,1000,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1001,1001,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1002,1002,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1003,1003,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1004,1004,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1005,1005,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1006,1006,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1007,1007,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1008,1008,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1009,1009,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1010,1010,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1011,1011,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1012,1012,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1013,1013,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1014,1014,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1015,1015,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1016,1016,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1017,1017,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1018,1018,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1019,1019,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1020,1020,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1021,1021,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1022,1022,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
1023,1023,0,0,0,0,1,b,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,000,1
