; CSV, generated by atk_libsigrok4 1.0.0 on 2026-07-31 11:04:28
; Channels (5/16)
; ChannelsType: 31
; Sample rate: 20 MHz
; Sample count: 9.536743 M
; Sampling time: 2026-07-31 10:59:07.619
SystemTime, Time(s), STV_mode, oepsn, ud, cpv, chip_sel
'2026-07-31 10:59:07.741129150,0.054129150,0,0,0,0,1
'2026-07-31 10:59:07.741132100,0.054132100,0,0,0,0,0
'2026-07-31 10:59:07.741132150,0.054132150,0,0,0,1,0
'2026-07-31 10:59:07.741279150,0.054279150,0,0,0,0,1
'2026-07-31 10:59:07.741282100,0.054282100,0,0,0,0,0
'2026-07-31 10:59:07.741282150,0.054282150,0,0,0,1,0
'2026-07-31 10:59:07.741429150,0.054429150,0,0,0,0,1
'2026-07-31 10:59:07.741432100,0.054432100,0,0,0,0,0
'2026-07-31 10:59:07.741432150,0.054432150,0,0,0,1,0
'2026-07-31 10:59:07.741579150,0.054579150,0,0,0,0,1
'2026-07-31 10:59:07.741582100,0.054582100,0,0,0,0,0
'2026-07-31 10:59:07.741582150,0.054582150,0,0,0,1,0
'2026-07-31 10:59:07.741729150,0.054729150,0,0,0,0,1
'2026-07-31 10:59:07.741732100,0.054732100,0,0,0,0,0
'2026-07-31 10:59:07.741732150,0.054732150,0,0,0,1,0
'2026-07-31 10:59:07.741879150,0.054879150,0,0,0,0,1
'2026-07-31 10:59:07.741882100,0.054882100,0,0,0,0,0
'2026-07-31 10:59:07.741882150,0.054882150,0,0,0,1,0
'2026-07-31 10:59:07.742029100,0.055029100,0,0,0,1,1
'2026-07-31 10:59:07.742029150,0.055029150,0,0,0,0,1
'2026-07-31 10:59:07.742032100,0.055032100,0,0,0,1,0
'2026-07-31 10:59:07.742179100,0.055179100,0,0,0,0,1
'2026-07-31 10:59:07.742182100,0.055182100,0,0,0,1,0
'2026-07-31 10:59:07.742329100,0.055329100,0,0,0,0,1
'2026-07-31 10:59:07.742332100,0.055332100,0,0,0,1,0
'2026-07-31 10:59:07.742479100,0.055479100,0,0,0,0,1
'2026-07-31 10:59:07.742482100,0.055482100,0,0,0,1,0
'2026-07-31 10:59:07.742629100,0.055629100,0,0,0,0,1
'2026-07-31 10:59:07.742632100,0.055632100,0,0,0,1,0
'2026-07-31 10:59:07.742779100,0.055779100,0,0,0,0,1
'2026-07-31 10:59:07.742782100,0.055782100,0,0,0,1,0
'2026-07-31 10:59:07.742929100,0.055929100,0,0,0,0,1
'2026-07-31 10:59:07.742932100,0.055932100,0,0,0,1,0
'2026-07-31 10:59:07.743079100,0.056079100,0,0,0,0,1
'2026-07-31 10:59:07.743082100,0.056082100,0,0,0,1,0
'2026-07-31 10:59:07.743229100,0.056229100,0,0,0,0,1
'2026-07-31 10:59:07.743232100,0.056232100,0,0,0,1,0
'2026-07-31 10:59:07.743379100,0.056379100,0,0,0,0,1
'2026-07-31 10:59:07.743382100,0.056382100,0,0,0,1,0
'2026-07-31 10:59:07.743529100,0.056529100,0,0,0,0,1
'2026-07-31 10:59:07.743532100,0.056532100,0,0,0,1,0
'2026-07-31 10:59:07.743679100,0.056679100,0,0,0,0,1
'2026-07-31 10:59:07.743682100,0.056682100,0,0,0,1,0
'2026-07-31 10:59:07.743829100,0.056829100,0,0,0,0,1
'2026-07-31 10:59:07.743832100,0.056832100,0,0,0,1,0
'2026-07-31 10:59:07.743979100,0.056979100,0,0,0,0,1
'2026-07-31 10:59:07.743982100,0.056982100,0,0,0,1,0
'2026-07-31 10:59:07.744129100,0.057129100,0,0,0,0,1
'2026-07-31 10:59:07.744132100,0.057132100,0,0,0,1,0
'2026-07-31 10:59:07.744279100,0.057279100,0,0,0,0,1
'2026-07-31 10:59:07.744282100,0.057282100,0,0,0,1,0
'2026-07-31 10:59:07.744429100,0.057429100,0,0,0,0,1
'2026-07-31 10:59:07.744432100,0.057432100,0,0,0,1,0
'2026-07-31 10:59:07.744579100,0.057579100,0,0,0,0,1
'2026-07-31 10:59:07.744582100,0.057582100,0,0,0,1,0
'2026-07-31 10:59:07.744729100,0.057729100,0,0,0,0,1
'2026-07-31 10:59:07.744732100,0.057732100,0,0,0,1,0
'2026-07-31 10:59:07.744879100,0.057879100,0,0,0,0,1
'2026-07-31 10:59:07.744882100,0.057882100,0,0,0,1,0
'2026-07-31 10:59:07.745029100,0.058029100,0,0,0,0,1
'2026-07-31 10:59:07.745032100,0.058032100,0,0,0,1,0
'2026-07-31 10:59:07.745179100,0.058179100,0,0,0,0,1
'2026-07-31 10:59:07.745182100,0.058182100,0,0,0,1,0
'2026-07-31 10:59:07.745329100,0.058329100,0,0,0,0,1
'2026-07-31 10:59:07.745332100,0.058332100,0,0,0,1,0
'2026-07-31 10:59:07.745479100,0.058479100,0,0,0,0,1
'2026-07-31 10:59:07.745482100,0.058482100,0,0,0,1,0
'2026-07-31 10:59:07.745629100,0.058629100,0,0,0,0,1
'2026-07-31 10:59:07.745632100,0.058632100,0,0,0,1,0
'2026-07-31 10:59:07.745779100,0.058779100,0,0,0,0,1
'2026-07-31 10:59:07.745782100,0.058782100,0,0,0,1,0
'2026-07-31 10:59:07.745929100,0.058929100,0,0,0,0,1
'2026-07-31 10:59:07.745932100,0.058932100,0,0,0,1,0
'2026-07-31 10:59:07.746079100,0.059079100,0,0,0,0,1
'2026-07-31 10:59:07.746082100,0.059082100,0,0,0,1,0
'2026-07-31 10:59:07.746229100,0.059229100,0,0,0,0,1
'2026-07-31 10:59:07.746232100,0.059232100,0,0,0,1,0
'2026-07-31 10:59:07.746379100,0.059379100,0,0,0,0,1
'2026-07-31 10:59:07.746382100,0.059382100,0,0,0,1,0
'2026-07-31 10:59:07.746529100,0.059529100,0,0,0,0,1
'2026-07-31 10:59:07.746532100,0.059532100,0,0,0,1,0
'2026-07-31 10:59:07.746679100,0.059679100,0,0,0,0,1
'2026-07-31 10:59:07.746682100,0.059682100,0,0,0,1,0
'2026-07-31 10:59:07.746829100,0.059829100,0,0,0,0,1
'2026-07-31 10:59:07.746832100,0.059832100,0,0,0,1,0
'2026-07-31 10:59:07.746979100,0.059979100,0,0,0,0,1
'2026-07-31 10:59:07.746982100,0.059982100,0,0,0,1,0
'2026-07-31 10:59:07.747129100,0.060129100,0,0,0,0,1
'2026-07-31 10:59:07.747132100,0.060132100,0,0,0,1,0
'2026-07-31 10:59:07.747279100,0.060279100,0,0,0,0,1
'2026-07-31 10:59:07.747282100,0.060282100,0,0,0,1,0
'2026-07-31 10:59:07.747429100,0.060429100,0,0,0,0,1
'2026-07-31 10:59:07.747432100,0.060432100,0,0,0,1,0
'2026-07-31 10:59:07.747579100,0.060579100,0,0,0,0,1
'2026-07-31 10:59:07.747582100,0.060582100,0,0,0,1,0
'2026-07-31 10:59:07.747729100,0.060729100,0,0,0,0,1
'2026-07-31 10:59:07.747732100,0.060732100,0,0,0,1,0
'2026-07-31 10:59:07.747879100,0.060879100,0,0,0,0,1
'2026-07-31 10:59:07.747882100,0.060882100,0,0,0,1,0
'2026-07-31 10:59:07.748029100,0.061029100,0,0,0,0,1
'2026-07-31 10:59:07.748032100,0.061032100,0,0,0,1,0
'2026-07-31 10:59:07.748179100,0.061179100,0,0,0,0,1
'2026-07-31 10:59:07.748182100,0.061182100,0,0,0,1,0
'2026-07-31 10:59:07.748329100,0.061329100,0,0,0,0,1
'2026-07-31 10:59:07.748332100,0.061332100,0,0,0,1,0
'2026-07-31 10:59:07.748479100,0.061479100,0,0,0,0,1
'2026-07-31 10:59:07.748482050,0.061482050,0,0,0,0,0
'2026-07-31 10:59:07.748482100,0.061482100,0,0,0,1,0
'2026-07-31 10:59:07.748629100,0.061629100,0,0,0,0,1
'2026-07-31 10:59:07.748632050,0.061632050,0,0,0,0,0
'2026-07-31 10:59:07.748632100,0.061632100,0,0,0,1,0
'2026-07-31 10:59:07.748779100,0.061779100,0,0,0,0,1
'2026-07-31 10:59:07.748782050,0.061782050,0,0,0,0,0
'2026-07-31 10:59:07.748782100,0.061782100,0,0,0,1,0
'2026-07-31 10:59:07.748929100,0.061929100,0,0,0,0,1
'2026-07-31 10:59:07.748932050,0.061932050,0,0,0,0,0
'2026-07-31 10:59:07.748932100,0.061932100,0,0,0,1,0
'2026-07-31 10:59:07.749079100,0.062079100,0,0,0,0,1
'2026-07-31 10:59:07.749082050,0.062082050,0,0,0,0,0
'2026-07-31 10:59:07.749082100,0.062082100,0,0,0,1,0
'2026-07-31 10:59:07.749229100,0.062229100,0,0,0,0,1
'2026-07-31 10:59:07.749232050,0.062232050,0,0,0,0,0
'2026-07-31 10:59:07.749232100,0.062232100,0,0,0,1,0
'2026-07-31 10:59:07.749379100,0.062379100,0,0,0,0,1
'2026-07-31 10:59:07.749382050,0.062382050,0,0,0,0,0
'2026-07-31 10:59:07.749382100,0.062382100,0,0,0,1,0
'2026-07-31 10:59:07.749529100,0.062529100,0,0,0,0,1
'2026-07-31 10:59:07.749532050,0.062532050,0,0,0,0,0
'2026-07-31 10:59:07.749532100,0.062532100,0,0,0,1,0
'2026-07-31 10:59:07.749679100,0.062679100,0,0,0,0,1
'2026-07-31 10:59:07.749682050,0.062682050,0,0,0,0,0
'2026-07-31 10:59:07.749682100,0.062682100,0,0,0,1,0
'2026-07-31 10:59:07.749829100,0.062829100,0,0,0,0,1
'2026-07-31 10:59:07.749832050,0.062832050,0,0,0,0,0
'2026-07-31 10:59:07.749832100,0.062832100,0,0,0,1,0
'2026-07-31 10:59:07.749979100,0.062979100,0,0,0,0,1
'2026-07-31 10:59:07.749982050,0.062982050,0,0,0,0,0
'2026-07-31 10:59:07.749982100,0.062982100,0,0,0,1,0
'2026-07-31 10:59:07.750129100,0.063129100,0,0,0,0,1
'2026-07-31 10:59:07.750132050,0.063132050,0,0,0,0,0
'2026-07-31 10:59:07.750132100,0.063132100,0,0,0,1,0
'2026-07-31 10:59:07.750279100,0.063279100,0,0,0,0,1
'2026-07-31 10:59:07.750282050,0.063282050,0,0,0,0,0
'2026-07-31 10:59:07.750282100,0.063282100,0,0,0,1,0
'2026-07-31 10:59:07.750429100,0.063429100,0,0,0,0,1
'2026-07-31 10:59:07.750432050,0.063432050,0,0,0,0,0
'2026-07-31 10:59:07.750432100,0.063432100,0,0,0,1,0
'2026-07-31 10:59:07.750579100,0.063579100,0,0,0,0,1
'2026-07-31 10:59:07.750582050,0.063582050,0,0,0,0,0
'2026-07-31 10:59:07.750582100,0.063582100,0,0,0,1,0
'2026-07-31 10:59:07.750729100,0.063729100,0,0,0,0,1
'2026-07-31 10:59:07.750732050,0.063732050,0,0,0,0,0
'2026-07-31 10:59:07.750732100,0.063732100,0,0,0,1,0
'2026-07-31 10:59:07.750879100,0.063879100,0,0,0,0,1
'2026-07-31 10:59:07.750882050,0.063882050,0,0,0,0,0
'2026-07-31 10:59:07.750882100,0.063882100,0,0,0,1,0
'2026-07-31 10:59:07.751029100,0.064029100,0,0,0,0,1
'2026-07-31 10:59:07.751032050,0.064032050,0,0,0,0,0
'2026-07-31 10:59:07.751032100,0.064032100,0,0,0,1,0
'2026-07-31 10:59:07.751179100,0.064179100,0,0,0,0,1
'2026-07-31 10:59:07.751182050,0.064182050,0,0,0,0,0
'2026-07-31 10:59:07.751182100,0.064182100,0,0,0,1,0
'2026-07-31 10:59:07.751329100,0.064329100,0,0,0,0,1
'2026-07-31 10:59:07.751332050,0.064332050,0,0,0,0,0
'2026-07-31 10:59:07.751332100,0.064332100,0,0,0,1,0
'2026-07-31 10:59:07.751479100,0.064479100,0,0,0,0,1
'2026-07-31 10:59:07.751482050,0.064482050,0,0,0,0,0
'2026-07-31 10:59:07.751482100,0.064482100,0,0,0,1,0
'2026-07-31 10:59:07.751629100,0.064629100,0,0,0,0,1
'2026-07-31 10:59:07.751632050,0.064632050,0,0,0,0,0
'2026-07-31 10:59:07.751632100,0.064632100,0,0,0,1,0
'2026-07-31 10:59:07.751779100,0.064779100,0,0,0,0,1
'2026-07-31 10:59:07.751782050,0.064782050,0,0,0,0,0
'2026-07-31 10:59:07.751782100,0.064782100,0,0,0,1,0
'2026-07-31 10:59:07.751929100,0.064929100,0,0,0,0,1
'2026-07-31 10:59:07.751932050,0.064932050,0,0,0,0,0
'2026-07-31 10:59:07.751932100,0.064932100,0,0,0,1,0
'2026-07-31 10:59:07.752079100,0.065079100,0,0,0,0,1
'2026-07-31 10:59:07.752082050,0.065082050,0,0,0,0,0
'2026-07-31 10:59:07.752082100,0.065082100,0,0,0,1,0
'2026-07-31 10:59:07.752229100,0.065229100,0,0,0,0,1
'2026-07-31 10:59:07.752232050,0.065232050,0,0,0,0,0
'2026-07-31 10:59:07.752232100,0.065232100,0,0,0,1,0
'2026-07-31 10:59:07.752379100,0.065379100,0,0,0,0,1
'2026-07-31 10:59:07.752382050,0.065382050,0,0,0,1,0
'2026-07-31 10:59:07.752529050,0.065529050,0,0,0,0,1
'2026-07-31 10:59:07.752532050,0.065532050,0,0,0,1,0
'2026-07-31 10:59:07.752679050,0.065679050,0,0,0,0,1
'2026-07-31 10:59:07.752682050,0.065682050,0,0,0,1,0
'2026-07-31 10:59:07.752829050,0.065829050,0,0,0,0,1
'2026-07-31 10:59:07.752832050,0.065832050,0,0,0,1,0
'2026-07-31 10:59:07.752979050,0.065979050,0,0,0,0,1
'2026-07-31 10:59:07.752982050,0.065982050,0,0,0,1,0
'2026-07-31 10:59:07.753129050,0.066129050,0,0,0,0,1
'2026-07-31 10:59:07.753132050,0.066132050,0,0,0,1,0
'2026-07-31 10:59:07.753279050,0.066279050,0,0,0,0,1
'2026-07-31 10:59:07.753282050,0.066282050,0,0,0,1,0
'2026-07-31 10:59:07.753429050,0.066429050,0,0,0,0,1
'2026-07-31 10:59:07.753432050,0.066432050,0,0,0,1,0
'2026-07-31 10:59:07.753579050,0.066579050,0,0,0,0,1
'2026-07-31 10:59:07.753582050,0.066582050,0,0,0,1,0
'2026-07-31 10:59:07.753729050,0.066729050,0,0,0,0,1
'2026-07-31 10:59:07.753732050,0.066732050,0,0,0,1,0
'2026-07-31 10:59:07.853878750,0.166878750,0,0,0,0,1
'2026-07-31 10:59:07.853881700,0.166881700,0,0,0,0,0
'2026-07-31 10:59:07.853881750,0.166881750,0,0,0,1,0
'2026-07-31 10:59:07.853882450,0.166882450,0,0,1,1,0
'2026-07-31 10:59:07.853882850,0.166882850,0,0,0,1,0
'2026-07-31 10:59:07.853885850,0.166885850,0,0,0,0,1
'2026-07-31 10:59:07.853888850,0.166888850,0,0,0,1,0
'2026-07-31 10:59:07.854028750,0.167028750,0,0,0,0,1
'2026-07-31 10:59:07.854031700,0.167031700,0,0,0,0,0
'2026-07-31 10:59:07.854031750,0.167031750,0,0,0,1,0
'2026-07-31 10:59:07.854178750,0.167178750,0,0,0,0,1
'2026-07-31 10:59:07.854181700,0.167181700,0,0,0,0,0
'2026-07-31 10:59:07.854181750,0.167181750,0,0,0,1,0
'2026-07-31 10:59:07.854328750,0.167328750,0,0,0,0,1
'2026-07-31 10:59:07.854331700,0.167331700,0,0,0,0,0
'2026-07-31 10:59:07.854331750,0.167331750,0,0,0,1,0
'2026-07-31 10:59:07.854478700,0.167478700,0,0,0,0,1
'2026-07-31 10:59:07.854481700,0.167481700,0,0,0,1,0
'2026-07-31 10:59:07.854628700,0.167628700,0,0,0,0,1
'2026-07-31 10:59:07.854631700,0.167631700,0,0,0,1,0
'2026-07-31 10:59:07.854778700,0.167778700,0,0,0,0,1
'2026-07-31 10:59:07.854781700,0.167781700,0,0,0,1,0
'2026-07-31 10:59:07.854928700,0.167928700,0,0,0,0,1
'2026-07-31 10:59:07.854931700,0.167931700,0,0,0,1,0
'2026-07-31 10:59:07.855078700,0.168078700,0,0,0,0,1
'2026-07-31 10:59:07.855081700,0.168081700,0,0,0,1,0
'2026-07-31 10:59:07.855228700,0.168228700,0,0,0,0,1
'2026-07-31 10:59:07.855231700,0.168231700,0,0,0,1,0
'2026-07-31 10:59:07.855378700,0.168378700,0,0,0,0,1
'2026-07-31 10:59:07.855381700,0.168381700,0,0,0,1,0
'2026-07-31 10:59:07.855528700,0.168528700,0,0,0,0,1
'2026-07-31 10:59:07.855531700,0.168531700,0,0,0,1,0
'2026-07-31 10:59:07.855678700,0.168678700,0,0,0,0,1
'2026-07-31 10:59:07.855681700,0.168681700,0,0,0,1,0
'2026-07-31 10:59:07.855828700,0.168828700,0,0,0,0,1
'2026-07-31 10:59:07.855831700,0.168831700,0,0,0,1,0
'2026-07-31 10:59:07.855978700,0.168978700,0,0,0,0,1
'2026-07-31 10:59:07.855981700,0.168981700,0,0,0,1,0
'2026-07-31 10:59:07.856128700,0.169128700,0,0,0,0,1
'2026-07-31 10:59:07.856131700,0.169131700,0,0,0,1,0
'2026-07-31 10:59:07.856278700,0.169278700,0,0,0,0,1
'2026-07-31 10:59:07.856281700,0.169281700,0,0,0,1,0
'2026-07-31 10:59:07.856428700,0.169428700,0,0,0,0,1
'2026-07-31 10:59:07.856431700,0.169431700,0,0,0,1,0
'2026-07-31 10:59:07.856578700,0.169578700,0,0,0,0,1
'2026-07-31 10:59:07.856581700,0.169581700,0,0,0,1,0
'2026-07-31 10:59:07.856728700,0.169728700,0,0,0,0,1
'2026-07-31 10:59:07.856731700,0.169731700,0,0,0,1,0
'2026-07-31 10:59:07.856878700,0.169878700,0,0,0,0,1
'2026-07-31 10:59:07.856881700,0.169881700,0,0,0,1,0
'2026-07-31 10:59:07.857028700,0.170028700,0,0,0,0,1
'2026-07-31 10:59:07.857031700,0.170031700,0,0,0,1,0
'2026-07-31 10:59:07.857178700,0.170178700,0,0,0,0,1
'2026-07-31 10:59:07.857181700,0.170181700,0,0,0,1,0
'2026-07-31 10:59:07.857328700,0.170328700,0,0,0,0,1
'2026-07-31 10:59:07.857331700,0.170331700,0,0,0,1,0
'2026-07-31 10:59:07.857478700,0.170478700,0,0,0,0,1
'2026-07-31 10:59:07.857481700,0.170481700,0,0,0,1,0
'2026-07-31 10:59:07.857628700,0.170628700,0,0,0,0,1
'2026-07-31 10:59:07.857631700,0.170631700,0,0,0,1,0
'2026-07-31 10:59:07.857778700,0.170778700,0,0,0,0,1
'2026-07-31 10:59:07.857781700,0.170781700,0,0,0,1,0
'2026-07-31 10:59:07.857928700,0.170928700,0,0,0,0,1
'2026-07-31 10:59:07.857931700,0.170931700,0,0,0,1,0
'2026-07-31 10:59:07.858078700,0.171078700,0,0,0,0,1
'2026-07-31 10:59:07.858081700,0.171081700,0,0,0,1,0
'2026-07-31 10:59:07.858228700,0.171228700,0,0,0,0,1
'2026-07-31 10:59:07.858231700,0.171231700,0,0,0,1,0
'2026-07-31 10:59:07.858378700,0.171378700,0,0,0,0,1
'2026-07-31 10:59:07.858381700,0.171381700,0,0,0,1,0
'2026-07-31 10:59:07.858528700,0.171528700,0,0,0,0,1
'2026-07-31 10:59:07.858531700,0.171531700,0,0,0,1,0
'2026-07-31 10:59:07.858678700,0.171678700,0,0,0,0,1
'2026-07-31 10:59:07.858681700,0.171681700,0,0,0,1,0
'2026-07-31 10:59:07.858828700,0.171828700,0,0,0,0,1
'2026-07-31 10:59:07.858831700,0.171831700,0,0,0,1,0
'2026-07-31 10:59:07.858978700,0.171978700,0,0,0,0,1
'2026-07-31 10:59:07.858981700,0.171981700,0,0,0,1,0
'2026-07-31 10:59:07.859128700,0.172128700,0,0,0,0,1
'2026-07-31 10:59:07.859131700,0.172131700,0,0,0,1,0
'2026-07-31 10:59:07.859278700,0.172278700,0,0,0,0,1
'2026-07-31 10:59:07.859281700,0.172281700,0,0,0,1,0
'2026-07-31 10:59:07.859428700,0.172428700,0,0,0,0,1
'2026-07-31 10:59:07.859431700,0.172431700,0,0,0,1,0
'2026-07-31 10:59:07.859578700,0.172578700,0,0,0,0,1
'2026-07-31 10:59:07.859581700,0.172581700,0,0,0,1,0
'2026-07-31 10:59:07.859728700,0.172728700,0,0,0,0,1
'2026-07-31 10:59:07.859731700,0.172731700,0,0,0,1,0
'2026-07-31 10:59:07.859878700,0.172878700,0,0,0,0,1
'2026-07-31 10:59:07.859881700,0.172881700,0,0,0,1,0
'2026-07-31 10:59:07.860028700,0.173028700,0,0,0,0,1
'2026-07-31 10:59:07.860031700,0.173031700,0,0,0,1,0
'2026-07-31 10:59:07.860178700,0.173178700,0,0,0,0,1
'2026-07-31 10:59:07.860181700,0.173181700,0,0,0,1,0
'2026-07-31 10:59:07.860328700,0.173328700,0,0,0,0,1
'2026-07-31 10:59:07.860331700,0.173331700,0,0,0,1,0
'2026-07-31 10:59:07.860478700,0.173478700,0,0,0,0,1
'2026-07-31 10:59:07.860481700,0.173481700,0,0,0,1,0
'2026-07-31 10:59:07.860628700,0.173628700,0,0,0,0,1
'2026-07-31 10:59:07.860631700,0.173631700,0,0,0,1,0
'2026-07-31 10:59:07.860778700,0.173778700,0,0,0,0,1
'2026-07-31 10:59:07.860781650,0.173781650,0,0,0,0,0
'2026-07-31 10:59:07.860781700,0.173781700,0,0,0,1,0
'2026-07-31 10:59:07.860928700,0.173928700,0,0,0,0,1
'2026-07-31 10:59:07.860931650,0.173931650,0,0,0,0,0
'2026-07-31 10:59:07.860931700,0.173931700,0,0,0,1,0
'2026-07-31 10:59:07.861078700,0.174078700,0,0,0,0,1
'2026-07-31 10:59:07.861081650,0.174081650,0,0,0,0,0
'2026-07-31 10:59:07.861081700,0.174081700,0,0,0,1,0
'2026-07-31 10:59:07.861228700,0.174228700,0,0,0,0,1
'2026-07-31 10:59:07.861231650,0.174231650,0,0,0,0,0
'2026-07-31 10:59:07.861231700,0.174231700,0,0,0,1,0
'2026-07-31 10:59:07.861378700,0.174378700,0,0,0,0,1
'2026-07-31 10:59:07.861381650,0.174381650,0,0,0,0,0
'2026-07-31 10:59:07.861381700,0.174381700,0,0,0,1,0
'2026-07-31 10:59:07.861528700,0.174528700,0,0,0,0,1
'2026-07-31 10:59:07.861531650,0.174531650,0,0,0,0,0
'2026-07-31 10:59:07.861531700,0.174531700,0,0,0,1,0
'2026-07-31 10:59:07.861678700,0.174678700,0,0,0,0,1
'2026-07-31 10:59:07.861681650,0.174681650,0,0,0,0,0
'2026-07-31 10:59:07.861681700,0.174681700,0,0,0,1,0
'2026-07-31 10:59:07.861828700,0.174828700,0,0,0,0,1
'2026-07-31 10:59:07.861831650,0.174831650,0,0,0,0,0
'2026-07-31 10:59:07.861831700,0.174831700,0,0,0,1,0
'2026-07-31 10:59:07.861978700,0.174978700,0,0,0,0,1
'2026-07-31 10:59:07.861981650,0.174981650,0,0,0,0,0
'2026-07-31 10:59:07.861981700,0.174981700,0,0,0,1,0
'2026-07-31 10:59:07.862128700,0.175128700,0,0,0,0,1
'2026-07-31 10:59:07.862131650,0.175131650,0,0,0,0,0
'2026-07-31 10:59:07.862131700,0.175131700,0,0,0,1,0
'2026-07-31 10:59:07.862278700,0.175278700,0,0,0,0,1
'2026-07-31 10:59:07.862281650,0.175281650,0,0,0,0,0
'2026-07-31 10:59:07.862281700,0.175281700,0,0,0,1,0
'2026-07-31 10:59:07.862428700,0.175428700,0,0,0,0,1
'2026-07-31 10:59:07.862431650,0.175431650,0,0,0,0,0
'2026-07-31 10:59:07.862431700,0.175431700,0,0,0,1,0
'2026-07-31 10:59:07.862578700,0.175578700,0,0,0,0,1
'2026-07-31 10:59:07.862581650,0.175581650,0,0,0,0,0
'2026-07-31 10:59:07.862581700,0.175581700,0,0,0,1,0
'2026-07-31 10:59:07.862728700,0.175728700,0,0,0,0,1
'2026-07-31 10:59:07.862731650,0.175731650,0,0,0,0,0
'2026-07-31 10:59:07.862731700,0.175731700,0,0,0,1,0
'2026-07-31 10:59:07.862878700,0.175878700,0,0,0,0,1
'2026-07-31 10:59:07.862881650,0.175881650,0,0,0,0,0
'2026-07-31 10:59:07.862881700,0.175881700,0,0,0,1,0
'2026-07-31 10:59:07.863028700,0.176028700,0,0,0,0,1
'2026-07-31 10:59:07.863031650,0.176031650,0,0,0,0,0
'2026-07-31 10:59:07.863031700,0.176031700,0,0,0,1,0
'2026-07-31 10:59:07.863178700,0.176178700,0,0,0,0,1
'2026-07-31 10:59:07.863181650,0.176181650,0,0,0,0,0
'2026-07-31 10:59:07.863181700,0.176181700,0,0,0,1,0
'2026-07-31 10:59:07.863328700,0.176328700,0,0,0,0,1
'2026-07-31 10:59:07.863331650,0.176331650,0,0,0,0,0
'2026-07-31 10:59:07.863331700,0.176331700,0,0,0,1,0
'2026-07-31 10:59:07.863478700,0.176478700,0,0,0,0,1
'2026-07-31 10:59:07.863481650,0.176481650,0,0,0,0,0
'2026-07-31 10:59:07.863481700,0.176481700,0,0,0,1,0
'2026-07-31 10:59:07.863628700,0.176628700,0,0,0,0,1
'2026-07-31 10:59:07.863631650,0.176631650,0,0,0,0,0
'2026-07-31 10:59:07.863631700,0.176631700,0,0,0,1,0
'2026-07-31 10:59:07.863778700,0.176778700,0,0,0,0,1
'2026-07-31 10:59:07.863781650,0.176781650,0,0,0,0,0
'2026-07-31 10:59:07.863781700,0.176781700,0,0,0,1,0
'2026-07-31 10:59:07.863928700,0.176928700,0,0,0,0,1
'2026-07-31 10:59:07.863931650,0.176931650,0,0,0,0,0
'2026-07-31 10:59:07.863931700,0.176931700,0,0,0,1,0
'2026-07-31 10:59:07.864078700,0.177078700,0,0,0,0,1
'2026-07-31 10:59:07.864081650,0.177081650,0,0,0,0,0
'2026-07-31 10:59:07.864081700,0.177081700,0,0,0,1,0
'2026-07-31 10:59:07.864228700,0.177228700,0,0,0,0,1
'2026-07-31 10:59:07.864231650,0.177231650,0,0,0,0,0
'2026-07-31 10:59:07.864231700,0.177231700,0,0,0,1,0
'2026-07-31 10:59:07.864378700,0.177378700,0,0,0,0,1
'2026-07-31 10:59:07.864381650,0.177381650,0,0,0,0,0
'2026-07-31 10:59:07.864381700,0.177381700,0,0,0,1,0
'2026-07-31 10:59:07.864528700,0.177528700,0,0,0,0,1
'2026-07-31 10:59:07.864531650,0.177531650,0,0,0,0,0
'2026-07-31 10:59:07.864531700,0.177531700,0,0,0,1,0
'2026-07-31 10:59:07.864678700,0.177678700,0,0,0,0,1
'2026-07-31 10:59:07.864681650,0.177681650,0,0,0,0,0
'2026-07-31 10:59:07.864681700,0.177681700,0,0,0,1,0
'2026-07-31 10:59:07.864828650,0.177828650,0,0,0,0,1
'2026-07-31 10:59:07.864831650,0.177831650,0,0,0,1,0
'2026-07-31 10:59:07.864978650,0.177978650,0,0,0,0,1
'2026-07-31 10:59:07.864981650,0.177981650,0,0,0,1,0
'2026-07-31 10:59:07.865128650,0.178128650,0,0,0,0,1
'2026-07-31 10:59:07.865131650,0.178131650,0,0,0,1,0
'2026-07-31 10:59:07.865278650,0.178278650,0,0,0,0,1
'2026-07-31 10:59:07.865281650,0.178281650,0,0,0,1,0
'2026-07-31 10:59:07.865428650,0.178428650,0,0,0,0,1
'2026-07-31 10:59:07.865431650,0.178431650,0,0,0,1,0
'2026-07-31 10:59:07.865578650,0.178578650,0,0,0,0,1
'2026-07-31 10:59:07.865581650,0.178581650,0,0,0,1,0
'2026-07-31 10:59:07.865728650,0.178728650,0,0,0,0,1
'2026-07-31 10:59:07.865731650,0.178731650,0,0,0,1,0
'2026-07-31 10:59:07.865878650,0.178878650,0,0,0,0,1
'2026-07-31 10:59:07.865881650,0.178881650,0,0,0,1,0
'2026-07-31 10:59:07.866028650,0.179028650,0,0,0,0,1
'2026-07-31 10:59:07.866031650,0.179031650,0,0,0,1,0
'2026-07-31 10:59:07.866178650,0.179178650,0,0,0,0,1
'2026-07-31 10:59:07.866181650,0.179181650,0,0,0,1,0
'2026-07-31 10:59:07.866328650,0.179328650,0,0,0,0,1
'2026-07-31 10:59:07.866331650,0.179331650,0,0,0,1,0
'2026-07-31 10:59:07.866478650,0.179478650,0,0,0,0,1
