; CSV, generated by atk_libsigrok4 1.0.0 on 2026-07-31 11:04:28
; Channels (5/16)
; ChannelsType: 31
; Sample rate: 20 MHz
; Sample count: 9.536743 M
; Sampling time: 2026-07-31 10:59:07.619
SystemTime, Time(s), STV_mode, oepsn, ud, cpv, chip_sel
'2026-07-31 10:59:07.901578500,0.214578500,0,0,0,0,1
'2026-07-31 10:59:07.901581500,0.214581500,0,0,0,1,0
'2026-07-31 10:59:07.901728500,0.214728500,0,0,0,0,1
'2026-07-31 10:59:07.901731500,0.214731500,0,0,0,1,0
'2026-07-31 10:59:07.901878500,0.214878500,0,0,0,0,1
'2026-07-31 10:59:07.901881500,0.214881500,0,0,0,1,0
'2026-07-31 10:59:07.902028500,0.215028500,0,0,0,0,1
'2026-07-31 10:59:07.902031500,0.215031500,0,0,0,1,0
'2026-07-31 10:59:07.902178500,0.215178500,0,0,0,0,1
'2026-07-31 10:59:07.902181500,0.215181500,0,0,0,1,0
'2026-07-31 10:59:07.902328500,0.215328500,0,0,0,0,1
'2026-07-31 10:59:07.902331500,0.215331500,0,0,0,1,0
'2026-07-31 10:59:07.902478500,0.215478500,0,0,0,0,1
'2026-07-31 10:59:07.902481450,0.215481450,0,0,0,0,0
'2026-07-31 10:59:07.902481500,0.215481500,0,0,0,1,0
'2026-07-31 10:59:07.902628500,0.215628500,0,0,0,0,1
'2026-07-31 10:59:07.902631450,0.215631450,0,0,0,0,0
'2026-07-31 10:59:07.902631500,0.215631500,0,0,0,1,0
'2026-07-31 10:59:07.902778500,0.215778500,0,0,0,0,1
'2026-07-31 10:59:07.902781450,0.215781450,0,0,0,0,0
'2026-07-31 10:59:07.902781500,0.215781500,0,0,0,1,0
'2026-07-31 10:59:07.902928500,0.215928500,0,0,0,0,1
'2026-07-31 10:59:07.902931450,0.215931450,0,0,0,0,0
'2026-07-31 10:59:07.902931500,0.215931500,0,0,0,1,0
'2026-07-31 10:59:07.903078500,0.216078500,0,0,0,0,1
'2026-07-31 10:59:07.903081450,0.216081450,0,0,0,0,0
'2026-07-31 10:59:07.903081500,0.216081500,0,0,0,1,0
'2026-07-31 10:59:07.903228500,0.216228500,0,0,0,0,1
'2026-07-31 10:59:07.903231450,0.216231450,0,0,0,0,0
'2026-07-31 10:59:07.903231500,0.216231500,0,0,0,1,0
'2026-07-31 10:59:07.903378500,0.216378500,0,0,0,0,1
'2026-07-31 10:59:07.903381450,0.216381450,0,0,0,0,0
'2026-07-31 10:59:07.903381500,0.216381500,0,0,0,1,0
'2026-07-31 10:59:07.903528500,0.216528500,0,0,0,0,1
'2026-07-31 10:59:07.903531450,0.216531450,0,0,0,0,0
'2026-07-31 10:59:07.903531500,0.216531500,0,0,0,1,0
'2026-07-31 10:59:07.903678500,0.216678500,0,0,0,0,1
'2026-07-31 10:59:07.903681450,0.216681450,0,0,0,0,0
'2026-07-31 10:59:07.903681500,0.216681500,0,0,0,1,0
'2026-07-31 10:59:07.903828500,0.216828500,0,0,0,0,1
'2026-07-31 10:59:07.903831450,0.216831450,0,0,0,0,0
'2026-07-31 10:59:07.903831500,0.216831500,0,0,0,1,0
'2026-07-31 10:59:07.903978500,0.216978500,0,0,0,0,1
'2026-07-31 10:59:07.903981450,0.216981450,0,0,0,0,0
'2026-07-31 10:59:07.903981500,0.216981500,0,0,0,1,0
'2026-07-31 10:59:07.904128500,0.217128500,0,0,0,0,1
'2026-07-31 10:59:07.904131450,0.217131450,0,0,0,0,0
'2026-07-31 10:59:07.904131500,0.217131500,0,0,0,1,0
'2026-07-31 10:59:07.904278500,0.217278500,0,0,0,0,1
'2026-07-31 10:59:07.904281450,0.217281450,0,0,0,0,0
'2026-07-31 10:59:07.904281500,0.217281500,0,0,0,1,0
'2026-07-31 10:59:07.904428500,0.217428500,0,0,0,0,1
'2026-07-31 10:59:07.904431450,0.217431450,0,0,0,0,0
'2026-07-31 10:59:07.904431500,0.217431500,0,0,0,1,0
'2026-07-31 10:59:07.904578500,0.217578500,0,0,0,0,1
'2026-07-31 10:59:07.904581450,0.217581450,0,0,0,0,0
'2026-07-31 10:59:07.904581500,0.217581500,0,0,0,1,0
'2026-07-31 10:59:07.904728500,0.217728500,0,0,0,0,1
'2026-07-31 10:59:07.904731450,0.217731450,0,0,0,0,0
'2026-07-31 10:59:07.904731500,0.217731500,0,0,0,1,0
'2026-07-31 10:59:07.904878500,0.217878500,0,0,0,0,1
'2026-07-31 10:59:07.904881450,0.217881450,0,0,0,0,0
'2026-07-31 10:59:07.904881500,0.217881500,0,0,0,1,0
'2026-07-31 10:59:07.905028500,0.218028500,0,0,0,0,1
'2026-07-31 10:59:07.905031450,0.218031450,0,0,0,0,0
'2026-07-31 10:59:07.905031500,0.218031500,0,0,0,1,0
'2026-07-31 10:59:07.905178500,0.218178500,0,0,0,0,1
'2026-07-31 10:59:07.905181450,0.218181450,0,0,0,0,0
'2026-07-31 10:59:07.905181500,0.218181500,0,0,0,1,0
'2026-07-31 10:59:07.905328500,0.218328500,0,0,0,0,1
'2026-07-31 10:59:07.905331450,0.218331450,0,0,0,0,0
'2026-07-31 10:59:07.905331500,0.218331500,0,0,0,1,0
'2026-07-31 10:59:07.905478500,0.218478500,0,0,0,0,1
'2026-07-31 10:59:07.905481450,0.218481450,0,0,0,0,0
'2026-07-31 10:59:07.905481500,0.218481500,0,0,0,1,0
'2026-07-31 10:59:07.905628500,0.218628500,0,0,0,0,1
'2026-07-31 10:59:07.905631450,0.218631450,0,0,0,0,0
'2026-07-31 10:59:07.905631500,0.218631500,0,0,0,1,0
'2026-07-31 10:59:07.905778500,0.218778500,0,0,0,0,1
'2026-07-31 10:59:07.905781450,0.218781450,0,0,0,0,0
'2026-07-31 10:59:07.905781500,0.218781500,0,0,0,1,0
'2026-07-31 10:59:07.905928500,0.218928500,0,0,0,0,1
'2026-07-31 10:59:07.905931450,0.218931450,0,0,0,0,0
'2026-07-31 10:59:07.905931500,0.218931500,0,0,0,1,0
'2026-07-31 10:59:07.906078500,0.219078500,0,0,0,0,1
'2026-07-31 10:59:07.906081450,0.219081450,0,0,0,0,0
'2026-07-31 10:59:07.906081500,0.219081500,0,0,0,1,0
'2026-07-31 10:59:07.906228500,0.219228500,0,0,0,0,1
'2026-07-31 10:59:07.906231450,0.219231450,0,0,0,0,0
'2026-07-31 10:59:07.906231500,0.219231500,0,0,0,1,0
'2026-07-31 10:59:07.906378450,0.219378450,0,0,0,1,1
'2026-07-31 10:59:07.906378500,0.219378500,0,0,0,0,1
'2026-07-31 10:59:07.906381450,0.219381450,0,0,0,1,0
'2026-07-31 10:59:07.906528450,0.219528450,0,0,0,0,1
'2026-07-31 10:59:07.906531450,0.219531450,0,0,0,1,0
'2026-07-31 10:59:07.906678450,0.219678450,0,0,0,0,1
'2026-07-31 10:59:07.906681450,0.219681450,0,0,0,1,0
'2026-07-31 10:59:07.906828450,0.219828450,0,0,0,0,1
'2026-07-31 10:59:07.906831450,0.219831450,0,0,0,1,0
'2026-07-31 10:59:07.906978450,0.219978450,0,0,0,0,1
'2026-07-31 10:59:07.906981450,0.219981450,0,0,0,1,0
'2026-07-31 10:59:07.907128450,0.220128450,0,0,0,0,1
'2026-07-31 10:59:07.907131450,0.220131450,0,0,0,1,0
'2026-07-31 10:59:07.907278450,0.220278450,0,0,0,0,1
'2026-07-31 10:59:07.907281450,0.220281450,0,0,0,1,0
'2026-07-31 10:59:07.907428450,0.220428450,0,0,0,0,1
'2026-07-31 10:59:07.907431450,0.220431450,0,0,0,1,0
'2026-07-31 10:59:07.907578450,0.220578450,0,0,0,0,1
'2026-07-31 10:59:07.907581450,0.220581450,0,0,0,1,0
'2026-07-31 10:59:07.907728450,0.220728450,0,0,0,0,1
'2026-07-31 10:59:07.907731450,0.220731450,0,0,0,1,0
'2026-07-31 10:59:07.907878450,0.220878450,0,0,0,0,1
'2026-07-31 10:59:07.907881450,0.220881450,0,0,0,1,0
'2026-07-31 10:59:07.908028450,0.221028450,0,0,0,0,1
'2026-07-31 10:59:07.908031450,0.221031450,0,0,0,1,0
'2026-07-31 10:59:07.908178450,0.221178450,0,0,0,0,1
'2026-07-31 10:59:07.908181450,0.221181450,0,0,0,1,0
'2026-07-31 10:59:07.908328450,0.221328450,0,0,0,0,1
'2026-07-31 10:59:07.908331450,0.221331450,0,0,0,1,0
'2026-07-31 10:59:07.908478450,0.221478450,0,0,0,0,1
'2026-07-31 10:59:07.908481450,0.221481450,0,0,0,1,0
'2026-07-31 10:59:07.908628450,0.221628450,0,0,0,0,1
'2026-07-31 10:59:07.908631450,0.221631450,0,0,0,1,0
'2026-07-31 10:59:07.908778450,0.221778450,0,0,0,0,1
'2026-07-31 10:59:07.908781450,0.221781450,0,0,0,1,0
'2026-07-31 10:59:07.908928450,0.221928450,0,0,0,0,1
'2026-07-31 10:59:07.908931450,0.221931450,0,0,0,1,0
'2026-07-31 10:59:07.909078450,0.222078450,0,0,0,0,1
'2026-07-31 10:59:07.909081450,0.222081450,0,0,0,1,0
'2026-07-31 10:59:07.909228450,0.222228450,0,0,0,0,1
'2026-07-31 10:59:07.909231450,0.222231450,0,0,0,1,0
'2026-07-31 10:59:07.909378450,0.222378450,0,0,0,0,1
'2026-07-31 10:59:07.909381450,0.222381450,0,0,0,1,0
'2026-07-31 10:59:07.909528450,0.222528450,0,0,0,0,1
'2026-07-31 10:59:07.909531450,0.222531450,0,0,0,1,0
'2026-07-31 10:59:07.909678450,0.222678450,0,0,0,0,1
'2026-07-31 10:59:07.909681450,0.222681450,0,0,0,1,0
'2026-07-31 10:59:07.909828450,0.222828450,0,0,0,0,1
'2026-07-31 10:59:07.909831450,0.222831450,0,0,0,1,0
'2026-07-31 10:59:07.909978450,0.222978450,0,0,0,0,1
'2026-07-31 10:59:07.909981450,0.222981450,0,0,0,1,0
'2026-07-31 10:59:07.910128450,0.223128450,0,0,0,0,1
'2026-07-31 10:59:07.910131450,0.223131450,0,0,0,1,0
'2026-07-31 10:59:07.910278450,0.223278450,0,0,0,0,1
'2026-07-31 10:59:07.910281450,0.223281450,0,0,0,1,0
'2026-07-31 10:59:07.910428450,0.223428450,0,0,0,0,1
'2026-07-31 10:59:07.910431450,0.223431450,0,0,0,1,0
'2026-07-31 10:59:07.910578450,0.223578450,0,0,0,0,1
'2026-07-31 10:59:07.910581450,0.223581450,0,0,0,1,0
'2026-07-31 10:59:07.910728450,0.223728450,0,0,0,0,1
'2026-07-31 10:59:07.910731450,0.223731450,0,0,0,1,0
'2026-07-31 10:59:07.910878450,0.223878450,0,0,0,0,1
'2026-07-31 10:59:07.910881450,0.223881450,0,0,0,1,0
'2026-07-31 10:59:07.911028450,0.224028450,0,0,0,0,1
'2026-07-31 10:59:07.911031450,0.224031450,0,0,0,1,0
'2026-07-31 10:59:07.911178450,0.224178450,0,0,0,0,1
'2026-07-31 10:59:07.911181450,0.224181450,0,0,0,1,0
'2026-07-31 10:59:07.911328450,0.224328450,0,0,0,0,1
'2026-07-31 10:59:07.911331450,0.224331450,0,0,0,1,0
'2026-07-31 10:59:07.911478450,0.224478450,0,0,0,0,1
'2026-07-31 10:59:07.911481450,0.224481450,0,0,0,1,0
'2026-07-31 10:59:07.911628450,0.224628450,0,0,0,0,1
'2026-07-31 10:59:07.911631450,0.224631450,0,0,0,1,0
'2026-07-31 10:59:07.911778450,0.224778450,0,0,0,0,1
'2026-07-31 10:59:07.911781450,0.224781450,0,0,0,1,0
'2026-07-31 10:59:07.911928450,0.224928450,0,0,0,0,1
'2026-07-31 10:59:07.911931450,0.224931450,0,0,0,1,0
'2026-07-31 10:59:07.912078450,0.225078450,0,0,0,0,1
'2026-07-31 10:59:07.912081450,0.225081450,0,0,0,1,0
'2026-07-31 10:59:07.912228450,0.225228450,0,0,0,0,1
'2026-07-31 10:59:07.912231450,0.225231450,0,0,0,1,0
'2026-07-31 10:59:07.912378450,0.225378450,0,0,0,0,1
'2026-07-31 10:59:07.912381450,0.225381450,0,0,0,1,0
'2026-07-31 10:59:07.912528450,0.225528450,0,0,0,0,1
'2026-07-31 10:59:07.912531450,0.225531450,0,0,0,1,0
'2026-07-31 10:59:07.912678450,0.225678450,0,0,0,0,1
'2026-07-31 10:59:07.912681450,0.225681450,0,0,0,1,0
'2026-07-31 10:59:07.912828450,0.225828450,0,0,0,0,1
'2026-07-31 10:59:07.912831400,0.225831400,0,0,0,0,0
'2026-07-31 10:59:07.912831450,0.225831450,0,0,0,1,0
'2026-07-31 10:59:07.912978450,0.225978450,0,0,0,0,1
'2026-07-31 10:59:07.912981400,0.225981400,0,0,0,0,0
'2026-07-31 10:59:07.912981450,0.225981450,0,0,0,1,0
'2026-07-31 10:59:07.913128450,0.226128450,0,0,0,0,1
'2026-07-31 10:59:07.913131400,0.226131400,0,0,0,0,0
'2026-07-31 10:59:07.913131450,0.226131450,0,0,0,1,0
'2026-07-31 10:59:07.913278450,0.226278450,0,0,0,0,1
'2026-07-31 10:59:07.913281400,0.226281400,0,0,0,0,0
'2026-07-31 10:59:07.913281450,0.226281450,0,0,0,1,0
'2026-07-31 10:59:07.913428450,0.226428450,0,0,0,0,1
'2026-07-31 10:59:07.913431400,0.226431400,0,0,0,0,0
'2026-07-31 10:59:07.913431450,0.226431450,0,0,0,1,0
'2026-07-31 10:59:07.913578450,0.226578450,0,0,0,0,1
'2026-07-31 10:59:07.913581400,0.226581400,0,0,0,0,0
'2026-07-31 10:59:07.913581450,0.226581450,0,0,0,1,0
'2026-07-31 10:59:07.913728450,0.226728450,0,0,0,0,1
'2026-07-31 10:59:07.913731400,0.226731400,0,0,0,0,0
'2026-07-31 10:59:07.913731450,0.226731450,0,0,0,1,0
'2026-07-31 10:59:07.913878450,0.226878450,0,0,0,0,1
'2026-07-31 10:59:07.913881400,0.226881400,0,0,0,0,0
'2026-07-31 10:59:07.913881450,0.226881450,0,0,0,1,0
'2026-07-31 10:59:07.914028450,0.227028450,0,0,0,0,1
'2026-07-31 10:59:07.914031400,0.227031400,0,0,0,0,0
'2026-07-31 10:59:07.914031450,0.227031450,0,0,0,1,0
'2026-07-31 10:59:07.914178450,0.227178450,0,0,0,0,1
'2026-07-31 10:59:07.914181400,0.227181400,0,0,0,0,0
'2026-07-31 10:59:07.914181450,0.227181450,0,0,0,1,0
'2026-07-31 10:59:07.914328450,0.227328450,0,0,0,0,1
'2026-07-31 10:59:07.914331400,0.227331400,0,0,0,0,0
'2026-07-31 10:59:07.914331450,0.227331450,0,0,0,1,0
'2026-07-31 10:59:07.914478450,0.227478450,0,0,0,0,1
'2026-07-31 10:59:07.914481400,0.227481400,0,0,0,0,0
'2026-07-31 10:59:07.914481450,0.227481450,0,0,0,1,0
'2026-07-31 10:59:07.914628450,0.227628450,0,0,0,0,1
'2026-07-31 10:59:07.914631400,0.227631400,0,0,0,0,0
'2026-07-31 10:59:07.914631450,0.227631450,0,0,0,1,0
'2026-07-31 10:59:07.914778450,0.227778450,0,0,0,0,1
'2026-07-31 10:59:07.914781400,0.227781400,0,0,0,0,0
'2026-07-31 10:59:07.914781450,0.227781450,0,0,0,1,0
'2026-07-31 10:59:07.914928450,0.227928450,0,0,0,0,1
'2026-07-31 10:59:07.914931400,0.227931400,0,0,0,0,0
'2026-07-31 10:59:07.914931450,0.227931450,0,0,0,1,0
'2026-07-31 10:59:07.915078450,0.228078450,0,0,0,0,1
'2026-07-31 10:59:07.915081400,0.228081400,0,0,0,0,0
'2026-07-31 10:59:07.915081450,0.228081450,0,0,0,1,0
'2026-07-31 10:59:07.915228450,0.228228450,0,0,0,0,1
'2026-07-31 10:59:07.915231400,0.228231400,0,0,0,0,0
'2026-07-31 10:59:07.915231450,0.228231450,0,0,0,1,0
'2026-07-31 10:59:07.915378450,0.228378450,0,0,0,0,1
'2026-07-31 10:59:07.915381400,0.228381400,0,0,0,0,0
'2026-07-31 10:59:07.915381450,0.228381450,0,0,0,1,0
'2026-07-31 10:59:07.915528450,0.228528450,0,0,0,0,1
'2026-07-31 10:59:07.915531400,0.228531400,0,0,0,0,0
'2026-07-31 10:59:07.915531450,0.228531450,0,0,0,1,0
'2026-07-31 10:59:07.915678450,0.228678450,0,0,0,0,1
'2026-07-31 10:59:07.915681400,0.228681400,0,0,0,0,0
'2026-07-31 10:59:07.915681450,0.228681450,0,0,0,1,0
'2026-07-31 10:59:07.915828450,0.228828450,0,0,0,0,1
'2026-07-31 10:59:07.915831400,0.228831400,0,0,0,0,0
'2026-07-31 10:59:07.915831450,0.228831450,0,0,0,1,0
'2026-07-31 10:59:07.915978450,0.228978450,0,0,0,0,1
'2026-07-31 10:59:07.915981400,0.228981400,0,0,0,0,0
'2026-07-31 10:59:07.915981450,0.228981450,0,0,0,1,0
'2026-07-31 10:59:07.916128450,0.229128450,0,0,0,0,1
'2026-07-31 10:59:07.916131400,0.229131400,0,0,0,0,0
'2026-07-31 10:59:07.916131450,0.229131450,0,0,0,1,0
'2026-07-31 10:59:07.916278450,0.229278450,0,0,0,0,1
'2026-07-31 10:59:07.916281400,0.229281400,0,0,0,0,0
'2026-07-31 10:59:07.916281450,0.229281450,0,0,0,1,0
'2026-07-31 10:59:07.916428450,0.229428450,0,0,0,0,1
'2026-07-31 10:59:07.916431400,0.229431400,0,0,0,0,0
'2026-07-31 10:59:07.916431450,0.229431450,0,0,0,1,0
'2026-07-31 10:59:07.916578450,0.229578450,0,0,0,0,1
'2026-07-31 10:59:07.916581400,0.229581400,0,0,0,0,0
'2026-07-31 10:59:07.916581450,0.229581450,0,0,0,1,0
'2026-07-31 10:59:07.916728450,0.229728450,0,0,0,0,1
'2026-07-31 10:59:07.916731400,0.229731400,0,0,0,0,0
'2026-07-31 10:59:07.916731450,0.229731450,0,0,0,1,0
'2026-07-31 10:59:07.916878400,0.229878400,0,0,0,0,1
'2026-07-31 10:59:07.916881400,0.229881400,0,0,0,1,0
'2026-07-31 10:59:07.917028400,0.230028400,0,0,0,0,1
'2026-07-31 10:59:07.917031400,0.230031400,0,0,0,1,0
'2026-07-31 10:59:07.917178400,0.230178400,0,0,0,0,1
'2026-07-31 10:59:07.917181400,0.230181400,0,0,0,1,0
'2026-07-31 10:59:07.917328400,0.230328400,0,0,0,0,1
'2026-07-31 10:59:07.917331400,0.230331400,0,0,0,1,0
'2026-07-31 10:59:07.917478400,0.230478400,0,0,0,0,1
'2026-07-31 10:59:07.917481400,0.230481400,0,0,0,1,0
'2026-07-31 10:59:07.917628400,0.230628400,0,0,0,0,1
'2026-07-31 10:59:07.917631400,0.230631400,0,0,0,1,0
'2026-07-31 10:59:07.917778400,0.230778400,0,0,0,0,1
'2026-07-31 10:59:07.917781400,0.230781400,0,0,0,1,0
'2026-07-31 10:59:07.917928400,0.230928400,0,0,0,0,1
'2026-07-31 10:59:07.917931400,0.230931400,0,0,0,1,0
'2026-07-31 10:59:07.918078400,0.231078400,0,0,0,0,1
'2026-07-31 10:59:07.918081400,0.231081400,0,0,0,1,0
'2026-07-31 10:59:07.918228400,0.231228400,0,0,0,0,1
'2026-07-31 10:59:07.918231400,0.231231400,0,0,0,1,0
'2026-07-31 10:59:07.918378400,0.231378400,0,0,0,0,1
'2026-07-31 10:59:07.918381400,0.231381400,0,0,0,1,0
'2026-07-31 10:59:07.918528400,0.231528400,0,0,0,0,1
'2026-07-31 10:59:07.918531400,0.231531400,0,0,0,1,0
'2026-07-31 10:59:07.918678400,0.231678400,0,0,0,0,1
'2026-07-31 10:59:07.918681400,0.231681400,0,0,0,1,0
'2026-07-31 10:59:07.918828400,0.231828400,0,0,0,0,1
'2026-07-31 10:59:07.918831400,0.231831400,0,0,0,1,0
'2026-07-31 10:59:07.918978400,0.231978400,0,0,0,0,1
'2026-07-31 10:59:07.918981400,0.231981400,0,0,0,1,0
'2026-07-31 10:59:07.919128400,0.232128400,0,0,0,0,1
'2026-07-31 10:59:07.919131400,0.232131400,0,0,0,1,0
'2026-07-31 10:59:07.919278400,0.232278400,0,0,0,0,1
'2026-07-31 10:59:07.919281400,0.232281400,0,0,0,1,0
'2026-07-31 10:59:07.919428400,0.232428400,0,0,0,0,1
'2026-07-31 10:59:07.919431400,0.232431400,0,0,0,1,0
'2026-07-31 10:59:07.919578400,0.232578400,0,0,0,0,1
'2026-07-31 10:59:07.919581400,0.232581400,0,0,0,1,0
'2026-07-31 10:59:07.919728400,0.232728400,0,0,0,0,1
'2026-07-31 10:59:07.919731400,0.232731400,0,0,0,1,0
'2026-07-31 10:59:07.919878400,0.232878400,0,0,0,0,1
'2026-07-31 10:59:07.919881400,0.232881400,0,0,0,1,0
'2026-07-31 10:59:07.920028400,0.233028400,0,0,0,0,1
'2026-07-31 10:59:07.920031400,0.233031400,0,0,0,1,0
'2026-07-31 10:59:07.920178400,0.233178400,0,0,0,0,1
'2026-07-31 10:59:07.920181400,0.233181400,0,0,0,1,0
'2026-07-31 10:59:07.920328400,0.233328400,0,0,0,0,1
'2026-07-31 10:59:07.920331400,0.233331400,0,0,0,1,0
'2026-07-31 10:59:07.920478400,0.233478400,0,0,0,0,1
'2026-07-31 10:59:07.920481400,0.233481400,0,0,0,1,0
'2026-07-31 10:59:07.920628400,0.233628400,0,0,0,0,1
'2026-07-31 10:59:07.920631400,0.233631400,0,0,0,1,0
'2026-07-31 10:59:07.920778400,0.233778400,0,0,0,0,1
'2026-07-31 10:59:07.920781400,0.233781400,0,0,0,1,0
'2026-07-31 10:59:07.920928400,0.233928400,0,0,0,0,1
'2026-07-31 10:59:07.920931400,0.233931400,0,0,0,1,0
'2026-07-31 10:59:07.921078400,0.234078400,0,0,0,0,1
'2026-07-31 10:59:07.921081400,0.234081400,0,0,0,1,0
'2026-07-31 10:59:07.921228400,0.234228400,0,0,0,0,1
'2026-07-31 10:59:07.921231400,0.234231400,0,0,0,1,0
'2026-07-31 10:59:07.921378400,0.234378400,0,0,0,0,1
'2026-07-31 10:59:07.921381400,0.234381400,0,0,0,1,0
'2026-07-31 10:59:07.921528400,0.234528400,0,0,0,0,1
'2026-07-31 10:59:07.921531400,0.234531400,0,0,0,1,0
'2026-07-31 10:59:07.921678400,0.234678400,0,0,0,0,1
'2026-07-31 10:59:07.921681400,0.234681400,0,0,0,1,0
'2026-07-31 10:59:07.921828400,0.234828400,0,0,0,0,1
'2026-07-31 10:59:07.921831400,0.234831400,0,0,0,1,0
'2026-07-31 10:59:07.921978400,0.234978400,0,0,0,0,1
'2026-07-31 10:59:07.921981400,0.234981400,0,0,0,1,0
'2026-07-31 10:59:07.922128400,0.235128400,0,0,0,0,1
'2026-07-31 10:59:07.922131400,0.235131400,0,0,0,1,0
'2026-07-31 10:59:07.922278400,0.235278400,0,0,0,0,1
'2026-07-31 10:59:07.922281400,0.235281400,0,0,0,1,0
'2026-07-31 10:59:07.922428400,0.235428400,0,0,0,0,1
'2026-07-31 10:59:07.922431400,0.235431400,0,0,0,1,0
'2026-07-31 10:59:07.922578400,0.235578400,0,0,0,0,1
'2026-07-31 10:59:07.922581400,0.235581400,0,0,0,1,0
'2026-07-31 10:59:07.922728400,0.235728400,0,0,0,0,1
'2026-07-31 10:59:07.922731400,0.235731400,0,0,0,1,0
'2026-07-31 10:59:07.922878400,0.235878400,0,0,0,0,1
'2026-07-31 10:59:07.922881400,0.235881400,0,0,0,1,0
'2026-07-31 10:59:07.923028400,0.236028400,0,0,0,0,1
'2026-07-31 10:59:07.923031400,0.236031400,0,0,0,1,0
'2026-07-31 10:59:07.923178400,0.236178400,0,0,0,0,1
'2026-07-31 10:59:07.923181350,0.236181350,0,0,0,0,0
'2026-07-31 10:59:07.923181400,0.236181400,0,0,0,1,0
'2026-07-31 10:59:07.923328400,0.236328400,0,0,0,0,1
'2026-07-31 10:59:07.923331350,0.236331350,0,0,0,0,0
'2026-07-31 10:59:07.923331400,0.236331400,0,0,0,1,0
'2026-07-31 10:59:07.923478400,0.236478400,0,0,0,0,1
'2026-07-31 10:59:07.923481350,0.236481350,0,0,0,0,0
'2026-07-31 10:59:07.923481400,0.236481400,0,0,0,1,0
'2026-07-31 10:59:07.923628400,0.236628400,0,0,0,0,1
'2026-07-31 10:59:07.923631350,0.236631350,0,0,0,0,0
'2026-07-31 10:59:07.923631400,0.236631400,0,0,0,1,0
'2026-07-31 10:59:07.923778400,0.236778400,0,0,0,0,1
'2026-07-31 10:59:07.923781350,0.236781350,0,0,0,0,0
'2026-07-31 10:59:07.923781400,0.236781400,0,0,0,1,0
'2026-07-31 10:59:07.923928400,0.236928400,0,0,0,0,1
'2026-07-31 10:59:07.923931350,0.236931350,0,0,0,0,0
'2026-07-31 10:59:07.923931400,0.236931400,0,0,0,1,0
'2026-07-31 10:59:07.924078400,0.237078400,0,0,0,0,1
'2026-07-31 10:59:07.924081350,0.237081350,0,0,0,0,0
'2026-07-31 10:59:07.924081400,0.237081400,0,0,0,1,0
'2026-07-31 10:59:07.924228400,0.237228400,0,0,0,0,1
'2026-07-31 10:59:07.924231350,0.237231350,0,0,0,0,0
'2026-07-31 10:59:07.924231400,0.237231400,0,0,0,1,0
'2026-07-31 10:59:07.924378400,0.237378400,0,0,0,0,1
'2026-07-31 10:59:07.924381350,0.237381350,0,0,0,0,0
'2026-07-31 10:59:07.924381400,0.237381400,0,0,0,1,0
'2026-07-31 10:59:07.924528400,0.237528400,0,0,0,0,1
'2026-07-31 10:59:07.924531350,0.237531350,0,0,0,0,0
'2026-07-31 10:59:07.924531400,0.237531400,0,0,0,1,0
'2026-07-31 10:59:07.924678400,0.237678400,0,0,0,0,1
'2026-07-31 10:59:07.924681350,0.237681350,0,0,0,0,0
'2026-07-31 10:59:07.924681400,0.237681400,0,0,0,1,0
'2026-07-31 10:59:07.924828400,0.237828400,0,0,0,0,1
'2026-07-31 10:59:07.924831350,0.237831350,0,0,0,0,0
'2026-07-31 10:59:07.924831400,0.237831400,0,0,0,1,0
'2026-07-31 10:59:07.924978400,0.237978400,0,0,0,0,1
'2026-07-31 10:59:07.924981350,0.237981350,0,0,0,0,0
'2026-07-31 10:59:07.924981400,0.237981400,0,0,0,1,0
'2026-07-31 10:59:07.925128400,0.238128400,0,0,0,0,1
'2026-07-31 10:59:07.925131350,0.238131350,0,0,0,0,0
'2026-07-31 10:59:07.925131400,0.238131400,0,0,0,1,0
'2026-07-31 10:59:07.925278400,0.238278400,0,0,0,0,1
'2026-07-31 10:59:07.925281350,0.238281350,0,0,0,0,0
'2026-07-31 10:59:07.925281400,0.238281400,0,0,0,1,0
'2026-07-31 10:59:07.925428400,0.238428400,0,0,0,0,1
'2026-07-31 10:59:07.925431350,0.238431350,0,0,0,0,0
'2026-07-31 10:59:07.925431400,0.238431400,0,0,0,1,0
'2026-07-31 10:59:07.925578400,0.238578400,0,0,0,0,1
'2026-07-31 10:59:07.925581350,0.238581350,0,0,0,0,0
'2026-07-31 10:59:07.925581400,0.238581400,0,0,0,1,0
'2026-07-31 10:59:07.925728400,0.238728400,0,0,0,0,1
'2026-07-31 10:59:07.925731350,0.238731350,0,0,0,0,0
'2026-07-31 10:59:07.925731400,0.238731400,0,0,0,1,0
'2026-07-31 10:59:07.925878400,0.238878400,0,0,0,0,1
'2026-07-31 10:59:07.925881350,0.238881350,0,0,0,0,0
'2026-07-31 10:59:07.925881400,0.238881400,0,0,0,1,0
'2026-07-31 10:59:07.926028400,0.239028400,0,0,0,0,1
'2026-07-31 10:59:07.926031350,0.239031350,0,0,0,0,0
'2026-07-31 10:59:07.926031400,0.239031400,0,0,0,1,0
'2026-07-31 10:59:07.926178400,0.239178400,0,0,0,0,1
'2026-07-31 10:59:07.926181350,0.239181350,0,0,0,0,0
'2026-07-31 10:59:07.926181400,0.239181400,0,0,0,1,0
'2026-07-31 10:59:07.926328400,0.239328400,0,0,0,0,1
'2026-07-31 10:59:07.926331350,0.239331350,0,0,0,0,0
