; CSV, generated by atk_libsigrok4 1.0.0 on 2026-08-05 17:53:45
; Channels (8/16)
; ChannelsType: 255
; Sample rate: 100 MHz
; Sample count: 47.683716 M
; Sampling time: 2026-08-05 17:53:30.124
SystemTime, Time(s), roic_reset_p1, sync_p1             , aclk_p1, dout_n_A1, dclk_n_A1, dclk_p_A1, spi_sdo_p1, dout_p_A1
'2026-08-05 17:53:30.288209600,0.095209600,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288209630,0.095209630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288209640,0.095209640,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288209660,0.095209660,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288210780,0.095210780,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288210800,0.095210800,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288210810,0.095210810,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288210850,0.095210850,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288210860,0.095210860,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211010,0.095211010,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288211020,0.095211020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211040,0.095211040,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.288211070,0.095211070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211090,0.095211090,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288211110,0.095211110,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211120,0.095211120,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288211140,0.095211140,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211160,0.095211160,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288211230,0.095211230,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211280,0.095211280,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288211310,0.095211310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288211410,0.095211410,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288211470,0.095211470,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288212590,0.095212590,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288213080,0.095213080,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288213140,0.095213140,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288213210,0.095213210,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288213220,0.095213220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288213280,0.095213280,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288214400,0.095214400,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288214410,0.095214410,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288214460,0.095214460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288214530,0.095214530,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288214540,0.095214540,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288215080,0.095215080,0,1,0,1,1,1,0,1
'2026-08-05 17:53:30.288215090,0.095215090,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288216210,0.095216210,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216240,0.095216240,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216260,0.095216260,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216290,0.095216290,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216300,0.095216300,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216320,0.095216320,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216340,0.095216340,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216650,0.095216650,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216660,0.095216660,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216690,0.095216690,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216700,0.095216700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216720,0.095216720,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216740,0.095216740,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216760,0.095216760,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216780,0.095216780,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216800,0.095216800,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216820,0.095216820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216840,0.095216840,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216860,0.095216860,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288216880,0.095216880,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288216900,0.095216900,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288218020,0.095218020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288218400,0.095218400,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288218420,0.095218420,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288218710,0.095218710,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288219830,0.095219830,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288220520,0.095220520,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288221640,0.095221640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288222330,0.095222330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288223450,0.095223450,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288223460,0.095223460,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288223500,0.095223500,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288223560,0.095223560,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288223580,0.095223580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288223660,0.095223660,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288223700,0.095223700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288224060,0.095224060,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.288224070,0.095224070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288224080,0.095224080,0,1,0,1,1,1,0,0
'2026-08-05 17:53:30.288224090,0.095224090,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288224120,0.095224120,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288224140,0.095224140,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288225260,0.095225260,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288225950,0.095225950,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288227070,0.095227070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288227760,0.095227760,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288228880,0.095228880,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288229570,0.095229570,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288230690,0.095230690,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288231380,0.095231380,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288232500,0.095232500,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288232720,0.095232720,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288232770,0.095232770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288232960,0.095232960,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288233020,0.095233020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288233130,0.095233130,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288233140,0.095233140,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288233190,0.095233190,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288234310,0.095234310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288235000,0.095235000,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288236120,0.095236120,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288236810,0.095236810,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288237930,0.095237930,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288238620,0.095238620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288239740,0.095239740,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288240430,0.095240430,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288241550,0.095241550,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288241690,0.095241690,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288241700,0.095241700,0,1,0,1,1,1,0,1
'2026-08-05 17:53:30.288241710,0.095241710,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288241750,0.095241750,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288241790,0.095241790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288242240,0.095242240,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288243360,0.095243360,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288243710,0.095243710,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288243720,0.095243720,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288244050,0.095244050,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288245170,0.095245170,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288245860,0.095245860,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288246980,0.095246980,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288247670,0.095247670,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288248790,0.095248790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288249480,0.095249480,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288250600,0.095250600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288251290,0.095251290,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288252410,0.095252410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288252610,0.095252610,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288252630,0.095252630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288252680,0.095252680,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288252730,0.095252730,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288252900,0.095252900,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288252940,0.095252940,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288252990,0.095252990,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288253050,0.095253050,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288253100,0.095253100,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288254220,0.095254220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288254910,0.095254910,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288256030,0.095256030,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288256720,0.095256720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288257840,0.095257840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288258530,0.095258530,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288259650,0.095259650,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288260340,0.095260340,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288261460,0.095261460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288262150,0.095262150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288263270,0.095263270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288263960,0.095263960,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288265080,0.095265080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288265770,0.095265770,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288266890,0.095266890,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288267580,0.095267580,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288268700,0.095268700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288269390,0.095269390,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288270510,0.095270510,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288271200,0.095271200,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288272320,0.095272320,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288272540,0.095272540,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288272550,0.095272550,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288272560,0.095272560,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288272570,0.095272570,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288273010,0.095273010,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288274130,0.095274130,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288274820,0.095274820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288306280,0.095306280,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.288306290,0.095306290,0,0,1,0,0,1,0,0
'2026-08-05 17:53:30.288306300,0.095306300,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306310,0.095306310,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.288306320,0.095306320,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306330,0.095306330,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.288306340,0.095306340,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306350,0.095306350,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288306360,0.095306360,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306370,0.095306370,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288306380,0.095306380,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306390,0.095306390,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288306400,0.095306400,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306410,0.095306410,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288306420,0.095306420,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306430,0.095306430,0,0,1,0,0,1,0,0
'2026-08-05 17:53:30.288306440,0.095306440,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306450,0.095306450,0,0,1,0,0,1,0,0
'2026-08-05 17:53:30.288306460,0.095306460,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288306480,0.095306480,0,0,0,1,1,0,0,1
'2026-08-05 17:53:30.288306490,0.095306490,0,1,0,0,0,0,0,0
'2026-08-05 17:53:30.288306510,0.095306510,0,1,0,1,0,0,0,0
'2026-08-05 17:53:30.288306520,0.095306520,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288306540,0.095306540,0,1,0,1,1,1,0,1
'2026-08-05 17:53:30.288306580,0.095306580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288306670,0.095306670,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288306690,0.095306690,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288307170,0.095307170,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288308290,0.095308290,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288308980,0.095308980,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288310100,0.095310100,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288310110,0.095310110,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288310120,0.095310120,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288310790,0.095310790,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288311910,0.095311910,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288312600,0.095312600,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288313720,0.095313720,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288314410,0.095314410,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288315530,0.095315530,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288316220,0.095316220,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288317340,0.095317340,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288317910,0.095317910,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288317930,0.095317930,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288318030,0.095318030,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288319150,0.095319150,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288319840,0.095319840,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288320960,0.095320960,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288321590,0.095321590,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288321610,0.095321610,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288321650,0.095321650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288322770,0.095322770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288323460,0.095323460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288324580,0.095324580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288325270,0.095325270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288326390,0.095326390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288327080,0.095327080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288328200,0.095328200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288328890,0.095328890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288330010,0.095330010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288330700,0.095330700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288331820,0.095331820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288332510,0.095332510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288333630,0.095333630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288334320,0.095334320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288335440,0.095335440,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288336130,0.095336130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288337250,0.095337250,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288337550,0.095337550,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288337560,0.095337560,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288337940,0.095337940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288339060,0.095339060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288339750,0.095339750,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288340870,0.095340870,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288341560,0.095341560,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288342680,0.095342680,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288343370,0.095343370,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288344490,0.095344490,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288345180,0.095345180,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288346300,0.095346300,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288346990,0.095346990,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288348110,0.095348110,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288348800,0.095348800,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288349920,0.095349920,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288350610,0.095350610,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288351730,0.095351730,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288352420,0.095352420,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288353540,0.095353540,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288354230,0.095354230,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288355350,0.095355350,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288356040,0.095356040,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288357160,0.095357160,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288357170,0.095357170,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288357200,0.095357200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288357850,0.095357850,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288358970,0.095358970,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288359660,0.095359660,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288360780,0.095360780,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288361470,0.095361470,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288362590,0.095362590,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288363280,0.095363280,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288364400,0.095364400,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288365090,0.095365090,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288366210,0.095366210,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288366900,0.095366900,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288368020,0.095368020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288368710,0.095368710,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288369830,0.095369830,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288370520,0.095370520,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288371640,0.095371640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288372330,0.095372330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288373450,0.095373450,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288374140,0.095374140,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288375260,0.095375260,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288375950,0.095375950,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288377070,0.095377070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288377760,0.095377760,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288378880,0.095378880,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288379570,0.095379570,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288380690,0.095380690,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288381380,0.095381380,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288382500,0.095382500,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288383190,0.095383190,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288384310,0.095384310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288385000,0.095385000,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288386120,0.095386120,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288386630,0.095386630,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.288386640,0.095386640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288386810,0.095386810,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288387930,0.095387930,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288388620,0.095388620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288389740,0.095389740,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288390430,0.095390430,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288391550,0.095391550,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288392240,0.095392240,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288393360,0.095393360,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288394050,0.095394050,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288395170,0.095395170,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288395860,0.095395860,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288396980,0.095396980,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288397670,0.095397670,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288398790,0.095398790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288399480,0.095399480,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288400600,0.095400600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288401290,0.095401290,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288402410,0.095402410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288403100,0.095403100,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288404220,0.095404220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288404910,0.095404910,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288406030,0.095406030,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288406720,0.095406720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288407840,0.095407840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288408530,0.095408530,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288409650,0.095409650,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288410340,0.095410340,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288411460,0.095411460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288412150,0.095412150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288413270,0.095413270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288413960,0.095413960,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288415080,0.095415080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288415770,0.095415770,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288416890,0.095416890,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288417580,0.095417580,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288418700,0.095418700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288419390,0.095419390,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288420510,0.095420510,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288421200,0.095421200,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288422320,0.095422320,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288423010,0.095423010,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288424130,0.095424130,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.288424820,0.095424820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.288456280,0.095456280,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.288456290,0.095456290,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.288456300,0.095456300,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288456310,0.095456310,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.288456320,0.095456320,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288456330,0.095456330,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.288456340,0.095456340,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288456350,0.095456350,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288456360,0.095456360,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.288456370,0.095456370,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288456380,0.095456380,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.288456390,0.095456390,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.288456400,0.095456400,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288456410,0.095456410,0,0,1,0,0,1,0,0
'2026-08-05 17:53:30.288456420,0.095456420,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.288456430,0.095456430,0,0,1,0,0,0,0,0
