; CSV, generated by atk_libsigrok4 1.0.0 on 2026-08-05 17:53:45
; Channels (8/16)
; ChannelsType: 255
; Sample rate: 100 MHz
; Sample count: 47.683716 M
; Sampling time: 2026-08-05 17:53:30.124
SystemTime, Time(s), roic_reset_p1, sync_p1             , aclk_p1, dout_n_A1, dclk_n_A1, dclk_p_A1, spi_sdo_p1, dout_p_A1
'2026-08-05 17:53:30.679105020,0.486105020,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679105060,0.486105060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679105140,0.486105140,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679105180,0.486105180,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679105650,0.486105650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679106770,0.486106770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679107460,0.486107460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679108580,0.486108580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679109270,0.486109270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679110390,0.486110390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679111080,0.486111080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679112200,0.486112200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679112890,0.486112890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679114010,0.486114010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679114150,0.486114150,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679114160,0.486114160,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679114700,0.486114700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679115820,0.486115820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679116510,0.486116510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679117630,0.486117630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679118320,0.486118320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679119440,0.486119440,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679120130,0.486120130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679121250,0.486121250,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679121940,0.486121940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679123060,0.486123060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679123750,0.486123750,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679124870,0.486124870,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679125560,0.486125560,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679126680,0.486126680,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679127370,0.486127370,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679128490,0.486128490,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679129180,0.486129180,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679130300,0.486130300,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679130990,0.486130990,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679132110,0.486132110,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679132800,0.486132800,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679133920,0.486133920,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679134610,0.486134610,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679135730,0.486135730,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679136420,0.486136420,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679137540,0.486137540,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679138230,0.486138230,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679139350,0.486139350,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679140040,0.486140040,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679141160,0.486141160,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679141850,0.486141850,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679142970,0.486142970,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679143590,0.486143590,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679143600,0.486143600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679143660,0.486143660,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679144780,0.486144780,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679145470,0.486145470,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679146590,0.486146590,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679147280,0.486147280,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679148400,0.486148400,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679149090,0.486149090,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679150210,0.486150210,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679150900,0.486150900,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679152020,0.486152020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679152710,0.486152710,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679153830,0.486153830,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679154520,0.486154520,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679155640,0.486155640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679156330,0.486156330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679157450,0.486157450,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679158140,0.486158140,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679159260,0.486159260,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679159950,0.486159950,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679161070,0.486161070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679161760,0.486161760,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679162880,0.486162880,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679163570,0.486163570,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679164690,0.486164690,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679165380,0.486165380,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679166500,0.486166500,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679167190,0.486167190,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679168310,0.486168310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679169000,0.486169000,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679170120,0.486170120,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679170810,0.486170810,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679171930,0.486171930,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679172620,0.486172620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679173740,0.486173740,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679174430,0.486174430,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679175550,0.486175550,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679176240,0.486176240,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679177360,0.486177360,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679178050,0.486178050,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679179170,0.486179170,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679179860,0.486179860,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679180980,0.486180980,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679181670,0.486181670,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679182790,0.486182790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679183480,0.486183480,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679184600,0.486184600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679185290,0.486185290,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679186410,0.486186410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679187100,0.486187100,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679188220,0.486188220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679188910,0.486188910,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679190030,0.486190030,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679190720,0.486190720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679191840,0.486191840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679192530,0.486192530,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679193650,0.486193650,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679194340,0.486194340,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679195460,0.486195460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679196150,0.486196150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679197270,0.486197270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679197960,0.486197960,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679199080,0.486199080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679199770,0.486199770,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679200890,0.486200890,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679201580,0.486201580,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679202700,0.486202700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679203390,0.486203390,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679204510,0.486204510,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679205200,0.486205200,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679206320,0.486206320,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679207010,0.486207010,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679208130,0.486208130,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679208820,0.486208820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679209940,0.486209940,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679210630,0.486210630,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679211750,0.486211750,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679212440,0.486212440,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679213560,0.486213560,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679214250,0.486214250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679215370,0.486215370,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679216060,0.486216060,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679217180,0.486217180,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679217870,0.486217870,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679218990,0.486218990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679219680,0.486219680,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679220800,0.486220800,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679221490,0.486221490,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679222610,0.486222610,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679223300,0.486223300,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679254750,0.486254750,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679254760,0.486254760,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679254770,0.486254770,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679254780,0.486254780,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679254790,0.486254790,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679254800,0.486254800,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679254810,0.486254810,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679254820,0.486254820,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679254830,0.486254830,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.679254840,0.486254840,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679254850,0.486254850,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.679254860,0.486254860,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679254870,0.486254870,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.679254880,0.486254880,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679254890,0.486254890,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679254900,0.486254900,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679254910,0.486254910,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679254920,0.486254920,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679254930,0.486254930,0,0,1,0,0,1,0,0
'2026-08-05 17:53:30.679254940,0.486254940,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679254950,0.486254950,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679254960,0.486254960,0,0,0,1,1,0,0,0
'2026-08-05 17:53:30.679254970,0.486254970,0,1,0,0,1,0,0,0
'2026-08-05 17:53:30.679254990,0.486254990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679255020,0.486255020,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679255060,0.486255060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679255150,0.486255150,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679255160,0.486255160,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679255650,0.486255650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679256770,0.486256770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679257460,0.486257460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679258580,0.486258580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679259270,0.486259270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679260390,0.486260390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679261080,0.486261080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679262200,0.486262200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679262890,0.486262890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679264010,0.486264010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679264700,0.486264700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679265820,0.486265820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679266510,0.486266510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679267630,0.486267630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679268320,0.486268320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679269440,0.486269440,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679270130,0.486270130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679271250,0.486271250,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679271940,0.486271940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679273060,0.486273060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679273750,0.486273750,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679274870,0.486274870,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679275560,0.486275560,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679276680,0.486276680,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679277370,0.486277370,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679278490,0.486278490,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679279180,0.486279180,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679280300,0.486280300,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679280990,0.486280990,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679282110,0.486282110,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679282800,0.486282800,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679283920,0.486283920,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679284610,0.486284610,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679285730,0.486285730,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679286420,0.486286420,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679287540,0.486287540,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679288230,0.486288230,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679289350,0.486289350,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679290040,0.486290040,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679291160,0.486291160,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679291850,0.486291850,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679292970,0.486292970,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679293660,0.486293660,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679294780,0.486294780,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679295470,0.486295470,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679296590,0.486296590,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679297280,0.486297280,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679298400,0.486298400,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679299090,0.486299090,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679300210,0.486300210,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679300900,0.486300900,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679302020,0.486302020,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679302710,0.486302710,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679303830,0.486303830,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679304520,0.486304520,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679305640,0.486305640,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679306330,0.486306330,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679307450,0.486307450,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679308140,0.486308140,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679309260,0.486309260,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679309950,0.486309950,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679311070,0.486311070,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679311760,0.486311760,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679312880,0.486312880,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679313570,0.486313570,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679314690,0.486314690,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679315380,0.486315380,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679316500,0.486316500,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679317190,0.486317190,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679318310,0.486318310,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679319000,0.486319000,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679320120,0.486320120,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679320810,0.486320810,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679321930,0.486321930,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679322620,0.486322620,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679323740,0.486323740,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679324430,0.486324430,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679325550,0.486325550,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679326240,0.486326240,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679327360,0.486327360,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679328050,0.486328050,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679329170,0.486329170,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679329860,0.486329860,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679330980,0.486330980,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679331670,0.486331670,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679332790,0.486332790,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679333480,0.486333480,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679334600,0.486334600,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679335290,0.486335290,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679336410,0.486336410,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679337100,0.486337100,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679338220,0.486338220,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679338910,0.486338910,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679340030,0.486340030,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679340720,0.486340720,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679341840,0.486341840,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679342530,0.486342530,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679343650,0.486343650,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679344340,0.486344340,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679345460,0.486345460,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679346150,0.486346150,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679347270,0.486347270,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679347960,0.486347960,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679349080,0.486349080,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679349770,0.486349770,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679350890,0.486350890,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679351580,0.486351580,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679352700,0.486352700,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679353390,0.486353390,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679354510,0.486354510,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679355200,0.486355200,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679356320,0.486356320,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679357010,0.486357010,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679358130,0.486358130,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679358820,0.486358820,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679359940,0.486359940,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679360630,0.486360630,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679361750,0.486361750,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679362440,0.486362440,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679363560,0.486363560,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679364250,0.486364250,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679365370,0.486365370,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679366060,0.486366060,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679367180,0.486367180,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679367870,0.486367870,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679368990,0.486368990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679369680,0.486369680,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679370800,0.486370800,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679371490,0.486371490,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679372610,0.486372610,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679373300,0.486373300,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679404750,0.486404750,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679404760,0.486404760,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679404770,0.486404770,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679404780,0.486404780,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679404790,0.486404790,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679404800,0.486404800,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679404810,0.486404810,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679404820,0.486404820,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679404830,0.486404830,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.679404840,0.486404840,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679404850,0.486404850,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.679404860,0.486404860,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679404870,0.486404870,0,0,1,1,0,1,0,0
'2026-08-05 17:53:30.679404880,0.486404880,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679404890,0.486404890,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679404900,0.486404900,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679404910,0.486404910,0,0,1,0,0,0,0,0
'2026-08-05 17:53:30.679404920,0.486404920,0,0,0,1,0,1,0,1
'2026-08-05 17:53:30.679404930,0.486404930,0,0,1,0,0,1,0,0
'2026-08-05 17:53:30.679404940,0.486404940,0,0,0,1,1,1,0,1
'2026-08-05 17:53:30.679404950,0.486404950,0,0,0,1,0,1,0,0
'2026-08-05 17:53:30.679404960,0.486404960,0,0,0,1,1,0,0,0
'2026-08-05 17:53:30.679404970,0.486404970,0,1,0,0,1,0,0,0
'2026-08-05 17:53:30.679404990,0.486404990,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679405030,0.486405030,0,1,0,1,1,0,0,1
'2026-08-05 17:53:30.679405060,0.486405060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679405650,0.486405650,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679406770,0.486406770,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679407460,0.486407460,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679408580,0.486408580,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679409270,0.486409270,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679410390,0.486410390,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679411080,0.486411080,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679412200,0.486412200,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679412890,0.486412890,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679414010,0.486414010,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679414700,0.486414700,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679415820,0.486415820,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679416510,0.486416510,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679417630,0.486417630,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679418320,0.486418320,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679419440,0.486419440,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679420130,0.486420130,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679421250,0.486421250,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679421940,0.486421940,0,1,0,1,0,1,0,0
'2026-08-05 17:53:30.679423060,0.486423060,0,1,0,1,1,0,0,0
'2026-08-05 17:53:30.679423750,0.486423750,0,1,0,1,0,1,0,0
